Kingdom	Phylum	Class	Order	Family	Genus	Species
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	PAC001516	PAC002384
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	PAC001588	HQ785453
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	PAC002042	PAC002042
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	PAC002196	PAC002196
Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacterium	PAC001168	PAC001917
Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacterium	PAC001573	PAC002060
Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacterium	PAC001609	PAC001611
Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacterium	PAC001609	PAC001700
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium.III	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ercella	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium23	PAC001578
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium23	PAC002193
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium23	PAC002202
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium23	PAC002210
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GQ451199	DQ795724
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Monoglobus	PAC002388
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	PAC002206
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	PAC002370
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000661	PAC001812
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000661	PAC002158
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000683	PAC001310
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000683	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000742	PAC000742
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000743	PAC000743
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000744	PAC000744
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000748	PAC001099
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000748	PAC001412
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000748	PAC001496
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000748	PAC002182
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC000748	PAC002183
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC001144	PAC001620
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC001144	PAC001913
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC001144	PAC002208
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC001144	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC001313	PAC001649
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC001468	PAC002200
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC001637	PAC001653
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC001686	PAC001686
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC002155	PAC002155
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC002156	PAC002156
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC002160	PAC002160
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC002187	PAC002187
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC002197	PAC002197
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC002201	PAC002201
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC002360	PAC002360
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	PAC002409	PAC002409
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Paludicola	PAC001631
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Paludicola	None
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	PAC002395
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus2	DQ882650
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	DQ777947
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	PAC000655
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	PAC002150
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	PAC002191
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter	PAC002192
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	None	None
Bacteria	Firmicutes	Clostridia	Clostridiales	None	None	None
Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	None
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	None
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Pseudoramibacter	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halarsenatibacter	None
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halanaerobacter	None
Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	Fastidiosipila	unidentified_marine_bacterioplankton	None
Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	Ruminiclostridium	bacterium_enrichment_culture_clone_HY391	None
Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	Ruminiclostridium	human_metagenome	None
Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	Ruminiclostridium	uncultured_Clostridiaceae_bacterium	None
Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	Fastidiosipila	None	None
Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	None	None	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	uncultured_Clostridiales_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Eubacterium_ramulus
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	Caecibacterium_sporoformans
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	uncultured_Bacteroidetes_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	uncultured_Clostridium_sp.
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostignum	Tyzzerella_sp._An114
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostignum	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostignum	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostignum	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes_butyraticus
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes_rhamnosivorans
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	uncultured_Anaerostipes_sp.
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	uncultured_Clostridiales_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia_sp._N6H1-15
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Ruminococcus_sp._DJF_VR70k1
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	bacterium_mpn-isolate_group_20
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	gut_metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	uncultured_Blautia_sp.
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	uncultured_marine_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	human_gut_metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	uncultured_organism
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CAG-56	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CHKCI001	uncultured_organism
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Catenibacillus	Catenibacillus_scindens
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Catenibacillus	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Catonella	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum	uncultured_Clostridium_sp.
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	uncultured_Coprococcus_sp.
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cuneatibacter_caecimuris	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium	Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	uncultured_organism
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066755	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Howardella	Catonella_sp._oral_clone_AH153
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Howardella	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Howardella	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Johnsonella	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Clostridium_sp._Marseille-P8228
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Clostridium_sp._chh4-2
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Faecalicatena_orotica
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Merdimonas_faecis
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Clostridium_scindens
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Clostridium_symbiosum
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	bacterium_enrichment_culture_clone_CXCVII
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	uncultured_Lactobacillus_sp.
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_FCS020_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_FE2018_group	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_FE2018_group	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NC2004_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_ND3007_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_ND3007_group	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK3A20_group	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	Clostridiales_bacterium_CIEAF_020
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	Lachnospiraceae_bacterium_539
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_Archaeon
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_Bacteroidetes_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	uncultured_bacterium_Adhufec49.25
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	unidentified
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4B4_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-001	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-002	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-003	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-004	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-004	human_metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-004	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-008	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-008	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-008	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-010	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-010	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lactonifactor	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	unidentified
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mobilitalea	uncultured_Clostridium_sp.
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Moryella	Fusobacterium_naviforme
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Moryella	Lachnospiraceae_bacterium_DNF00160
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Moryella	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Lachnospiraceae_bacterium_DJF_CR52
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium_sp._oral_taxon_078
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium_sp._oral_taxon_108
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	human_gut_metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Pseudobutyrivibrio	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Robinsoniella	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia_sp._499
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	gut_metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	uncultured_Eubacterium_sp.
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	bacterium_P1C11
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Stomatobaculum	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Syntrophococcus	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tuzzerella	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	bacterium_NLAE-zl-P630
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	human_gut_metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	UC5-1-2E3	uncultured_organism
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Bacteroides_pectinophilus_group	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_eligens_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_fissicatena_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_fissicatena_group	gut_metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_hallii_group	Clostridiales_bacterium_33-7e
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_hallii_group	Clostridium_sp._ID11
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_hallii_group	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_hallii_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_oxidoreducens_group	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_ruminantium_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_ventriosum_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_ventriosum_group	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_ventriosum_group	uncultured_organism
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_xylanophilum_group	metagenome
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_xylanophilum_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_gauvreauii_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_gauvreauii_group	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_gauvreauii_group	uncultured_rumen_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_gnavus_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_torques_group	Clostridiaceae_bacterium_LEMV78
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_torques_group	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_torques_group	uncultured_Lachnospiraceae_bacterium
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	None	None
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	uncultured	None
Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Clostridiales_bacterium
Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	Monoglobus_pectinilyticus
Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	metagenome
Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	uncultured_Clostridiaceae_bacterium
Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	None
Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	uncultured_rumen_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus_pullicaecorum_1.2
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Intestinibacillus_sp._Marseille-P6563
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	bacterium_NLAE-zl-H60
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	uncultured_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-008	Intestinibacillus_massiliensis
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-008	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	metagenome
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	uncultured_Firmicutes_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	None	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Acetanaerobacterium	uncultured_Ruminococcaceae_bacterium
Bacteria	Firmicutes	Clostridia	Oscillospirales	Hydrogenoanaerobacterium	None	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Hydrogenoanaerobacterium	metagenome	None
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter_massiliensis
